share_name                     ,number,first_date,last_date
VANECK VEC.PREF.US E.ADLA      ,A2DYHX.FFM,27.12.2019,27.12.2019
VANG.EURO STOXX 50 EOD         ,A2DXRA.FFM,07.02.2020,07.02.2020
VANG.FTSE A.W. DLA             ,A2PKXG.FFM,09.08.2019,09.08.2019
VANG.FTSE D.A.P.X.J.DLD        ,A1T8FT.FFM,27.12.2019,27.12.2019
VANG.FTSE D.E.XUK ETF EOA      ,A2PLBL.FFM,13.09.2019,13.09.2019
VANG.FTSE DEV.EU.UETF EOA      ,A2PLBK.FFM,09.08.2019,09.08.2019
VANG.FTSE DEV.W.U.ETF DLA      ,A2PLS9.FFM,07.02.2020,07.02.2020
VANG.FTSE N.AME.U.ETF DLA      ,A2PLBJ.FFM,09.08.2019,09.08.2019
VANG.FTSE N.AME.U.ETF DLD      ,A12CXY.FFM,27.12.2019,27.12.2019
VANG.GBL LIQ.FA.U.ETF DLA      ,A14YC1.FFM,27.12.2019,27.12.2019
VANG.USD CORP.1-3 YR BDD       ,A2JCCL.FFM,27.12.2019,27.12.2019
VANG.USD TREA.BD UETF DLD      ,A143JN.FFM,07.02.2020,07.02.2020
VANGU. FTSE JP.U ETF EOHA      ,A2PL2G.FFM,07.02.2020,07.02.2020
VANGUARD FTSE 250UETF LSD      ,A12CX0.FFM,22.11.2019,22.11.2019
VANGUARD FTSE EMU.ETF DLD      ,A1JX51.FFM,07.02.2020,07.02.2020
VANGUARD-GL.A.B.U.ETF EOH      ,A2N9W4.FFM,27.12.2019,27.12.2019
VANTAGE TOWERS AG NA O.N.      ,A3H3LL.ETR,26.03.2021,23.04.2021
VANTAGE TOWERS AG NA O.N.      ,A3H3LL.FFM,26.03.2021,23.04.2021
VAPIANO SE  INH. O.N.          ,A0WMNK.FFM,13.11.2020,23.04.2021
VAPIANO SE  INH. O.N.          ,A0WMNK.ETR,13.11.2020,22.03.2021
VARENGOLD BANK AG              ,547930.ETR,13.11.2020,23.04.2021
VARENGOLD BANK AG              ,547930.FFM,13.11.2020,23.04.2021
VARIAN MEDICAL SYS   DL 1      ,852812.ETR,15.01.2021,15.04.2021
VARIAN MEDICAL SYS   DL 1      ,852812.FFM,15.01.2021,23.04.2021
VARTA AG O.N.                  ,A0TGJ5.FFM,13.11.2020,23.04.2021
VARTA AG O.N.                  ,A0TGJ5.ETR,13.11.2020,23.04.2021
VAXART INC.        DL-*10      ,A2JD8X.ETR,27.01.2021,23.04.2021
VAXART INC.        DL-*10      ,A2JD8X.FFM,27.01.2021,23.04.2021
VE GOLD MINERS UCITSETF A      ,A12CCL.FFM,07.02.2020,07.02.2020
VE JR GOLD MIN.UCITSETF A      ,A12CCM.FFM,07.02.2020,07.02.2020
VE VEC.GL.F.ANGEL.HY BD A      ,A2JEMG.FFM,07.02.2020,07.02.2020
VE VECT.MRN.GL WDE MOAT A      ,A2P6EP.FFM,30.09.2020,30.10.2020
VECTRON SYSTEMS      O.N.      ,A0KEXC.FFM,13.11.2020,23.04.2021
VECTRON SYSTEMS      O.N.      ,A0KEXC.ETR,13.11.2020,23.04.2021
VEECO INSTRUMENTS  DL-*01      ,896007.ETR,26.03.2021,23.04.2021
VEECO INSTRUMENTS  DL-*01      ,896007.FFM,26.03.2021,23.04.2021
VEEVA SYSTEMS A DL-*00001      ,A1W5SA.ETR,15.01.2021,23.04.2021
VEEVA SYSTEMS A DL-*00001      ,A1W5SA.FFM,15.01.2021,23.04.2021
VENTAS INC.       DL-*25       ,878380.ETR,15.01.2021,22.03.2021
VENTAS INC.       DL-*25       ,878380.FFM,15.01.2021,23.04.2021
VEOLIA ENVIRONNE. EO 5         ,501451.FFM,13.11.2020,23.04.2021
VEOLIA ENVIRONNE. EO 5         ,501451.ETR,13.11.2020,23.04.2021
VERBIO VER.BIOENERGIE  ON      ,A0JL9W.FFM,13.11.2020,23.04.2021
VERBIO VER.BIOENERGIE  ON      ,A0JL9W.ETR,13.11.2020,23.04.2021
VERBUND AG       INH. A        ,877738.FFM,13.11.2020,23.04.2021
VERBUND AG       INH. A        ,877738.ETR,13.11.2020,23.04.2021
VERIANOS SE  INH O.N.          ,A0Z2Y4.FFM,13.11.2020,23.04.2021
VERIANOS SE  INH O.N.          ,A0Z2Y4.ETR,13.11.2020,23.04.2021
VERINT SYSTEMS INC DL-001      ,541561.ETR,26.01.2021,23.04.2021
VERINT SYSTEMS INC DL-001      ,541561.FFM,27.01.2021,23.04.2021
VERISIGN INC.     DL-*001      ,911090.FFM,13.11.2020,23.04.2021
VERISIGN INC.     DL-*001      ,911090.ETR,13.11.2020,23.04.2021
VERIZON COMM. INC. DL-*10      ,868402.FFM,13.11.2020,23.04.2021
VERIZON COMM. INC. DL-*10      ,868402.ETR,13.11.2020,23.04.2021
VERTEX PHARMAC.    DL-*01      ,882807.FFM,13.11.2020,23.04.2021
VERTEX PHARMAC.    DL-*01      ,882807.ETR,13.11.2020,23.04.2021
VESTAS WIND ADR 1/3/DK 1       ,A0MRJJ.FFM,13.11.2020,23.04.2021
VESTAS WIND ADR 1/3/DK 1       ,A0MRJJ.ETR,13.11.2020,22.03.2021
VESTAS WIND SYST. NAM.DK1      ,913769.FFM,13.11.2020,23.04.2021
VESTAS WIND SYST. NAM.DK1      ,913769.ETR,13.11.2020,23.04.2021
VIACOM INC. B     DL-*001      ,A0HM1Q.ETR,03.12.2019,03.12.2019
VIACOM INC.B      DL-*001      ,A0HM1Q.FFM,27.12.2019,27.12.2019
VIACOMCBS INC. BDL-*001        ,A2PUZ3.FFM,07.02.2020,23.04.2021
VIACOMCBS INC. BDL-*001        ,A2PUZ3.ETR,27.01.2021,23.04.2021
VIATRIS INC.  O.N.             ,A2QAME.ETR,16.02.2021,23.04.2021
VIATRIS INC.  O.N.             ,A2QAME.FFM,16.02.2021,23.04.2021
VIAVI SOLUTIONS   DL-*001      ,A14XLZ.ETR,26.01.2021,23.04.2021
VIAVI SOLUTIONS   DL-*001      ,A14XLZ.FFM,27.01.2021,23.04.2021
VIB VERMOEGEN  NA O.N.         ,A2YPDD.FFM,13.11.2020,23.04.2021
VIB VERMOEGEN  NA O.N.         ,A2YPDD.ETR,13.11.2020,23.04.2021
VIB VERMOEGEN O.N.             ,245751.ETR,11.09.2019,11.09.2019
VIB VERMOEGEN O.N.             ,245751.FFM,11.10.2019,01.01.2019
VIENNA INSURANCE GRP INH.      ,A0ET17.ETR,07.01.2020,07.01.2020
VIENNA INSURANCE GRP INH.      ,A0ET17.FFM,20.03.2020,01.01.2019
VILLEROY + BOCH AG VZ          ,765723.FFM,13.11.2020,23.04.2021
VILLEROY + BOCH AG VZ          ,765723.ETR,13.11.2020,23.04.2021
VINCI S.A. INH.   EO 2*50      ,867475.FFM,13.11.2020,23.04.2021
VINCI S.A. INH.   EO 2*50      ,867475.ETR,13.11.2020,23.04.2021
VISA INC. CL. A DL -*0001      ,A0NC7B.FFM,13.11.2020,23.04.2021
VISA INC. CL. A DL -*0001      ,A0NC7B.ETR,13.11.2020,23.04.2021
VISCOM AG O.N.                 ,784686.FFM,13.11.2020,23.04.2021
VISCOM AG O.N.                 ,784686.ETR,13.11.2020,23.04.2021
VITA 34 AG NA O.N.             ,A0BL84.FFM,13.11.2020,23.04.2021
VITA 34 AG NA O.N.             ,A0BL84.ETR,13.11.2020,23.04.2021
VIVENDI S.A. INH.  EO 5*5      ,591068.FFM,13.11.2020,23.04.2021
VIVENDI S.A. INH.  EO 5*5      ,591068.ETR,13.11.2020,23.04.2021
VIVORYON AG O.N.               ,792183.ETR,13.11.2020,08.01.2021
VIVORYON AG O.N.               ,792183.FFM,13.11.2020,22.01.2021
VIVORYON THERAPEUTICS          ,A2QJV6.ETR,15.01.2021,23.04.2021
VIVORYON THERAPEUTICS          ,A2QJV6.FFM,15.01.2021,23.04.2021
VMWARE INC.CLASS A DL-*01      ,A0MYC8.ETR,13.11.2020,23.04.2021
VMWARE INC.CLASS A DL-*01      ,A0MYC8.FFM,13.11.2020,23.04.2021
VODAFONE GROUP PLC             ,A1XA83.FFM,13.11.2020,23.04.2021
VODAFONE GROUP PLC             ,A1XA83.ETR,13.11.2020,23.04.2021
VODAFONE GRP ADR NEW/10        ,A1XD9Z.FFM,13.11.2020,23.04.2021
VODAFONE GRP ADR NEW/10        ,A1XD9Z.ETR,13.11.2020,22.03.2021
VOESTALPINE AG                 ,897200.FFM,13.11.2020,23.04.2021
VOESTALPINE AG                 ,897200.ETR,13.11.2020,23.04.2021
VOLKSWAGEN AG ST O.N.          ,766400.FFM,13.11.2020,23.04.2021
VOLKSWAGEN AG ST O.N.          ,766400.ETR,13.11.2020,23.04.2021
VOLKSWAGEN AG VZO O.N.         ,766403.FFM,13.11.2020,23.04.2021
VOLKSWAGEN AG VZO O.N.         ,766403.ETR,13.11.2020,23.04.2021
VOLTABOX AG  INH. O.N.         ,A2E4LE.FFM,13.11.2020,23.04.2021
VOLTABOX AG  INH. O.N.         ,A2E4LE.ETR,13.11.2020,23.04.2021
VONOVIA SE NA O.N.             ,A1ML7J.FFM,13.11.2020,23.04.2021
VONOVIA SE NA O.N.             ,A1ML7J.ETR,13.11.2020,23.04.2021
VOSSLOH AG O.N.                ,766710.FFM,13.11.2020,23.04.2021
VOSSLOH AG O.N.                ,766710.ETR,13.11.2020,23.04.2021
VST BUILDING TECHS AG          ,A2PBVH.ETR,13.11.2020,23.04.2021
VST BUILDING TECHS AG          ,A2PBVH.FFM,13.11.2020,23.04.2021
VTG AG O.N.                    ,VTG999.ETR,08.04.2019,08.04.2019
VTG AG O.N.                    ,VTG999.FFM,19.04.2019,01.01.2019
VTG AG O.N.  EINGER.           ,VTG01V.FFM,04.01.2019,01.01.2019
WACKER CHEMIE        O.N.      ,WCH888.FFM,13.11.2020,23.04.2021
WACKER CHEMIE        O.N.      ,WCH888.ETR,13.11.2020,23.04.2021
WACKER NEUSON SE NA O.N.       ,WACK01.FFM,13.11.2020,23.04.2021
WACKER NEUSON SE NA O.N.       ,WACK01.ETR,13.11.2020,23.04.2021
WALGREENS BOOTS AL.DL-*01      ,A12HJF.FFM,13.11.2020,23.04.2021
WALGREENS BOOTS AL.DL-*01      ,A12HJF.ETR,13.11.2020,23.04.2021
WALLSTREET:ONLINE INH ON       ,A2GS60.FFM,13.11.2020,23.04.2021
WALLSTREET:ONLINE INH ON       ,A2GS60.ETR,13.11.2020,23.04.2021
WALMART DL-*10                 ,860853.FFM,13.11.2020,23.04.2021
WALMART DL-*10                 ,860853.ETR,13.11.2020,23.04.2021
WARIMPEX FIN.U.BETEIL. AG      ,A0LGV4.ETR,13.11.2020,23.04.2021
WARIMPEX FIN.U.BETEIL. AG      ,A0LGV4.FFM,13.11.2020,23.04.2021
WASHTEC AG O.N.                ,750750.FFM,13.11.2020,23.04.2021
WASHTEC AG O.N.                ,750750.ETR,13.11.2020,23.04.2021
WASTE MANAGEMENT (DEL.)        ,893579.FFM,13.11.2020,23.04.2021
WASTE MANAGEMENT (DEL.)        ,893579.ETR,13.11.2020,23.04.2021
WCM BET.GRD.AG  O.N.           ,A1X3X3.ETR,13.11.2020,23.04.2021
WCM BET.GRD.AG  O.N.           ,A1X3X3.FFM,13.11.2020,23.04.2021
WELLS FARGO + CO.DL 1*666      ,857949.FFM,13.11.2020,23.04.2021
WELLS FARGO + CO.DL 1*666      ,857949.ETR,13.11.2020,23.04.2021
WELLTOWER INC.       DL 1      ,A1409D.FFM,15.01.2021,23.04.2021
WELLTOWER INC.       DL 1      ,A1409D.ETR,15.01.2021,22.03.2021
WENG FINE ART AG NA O.N.       ,518160.FFM,13.11.2020,23.04.2021
WENG FINE ART AG NA O.N.       ,518160.ETR,13.11.2020,23.04.2021
WEST PHARM.SVCS    DL-*25      ,864330.ETR,15.01.2021,23.04.2021
WEST PHARM.SVCS    DL-*25      ,864330.FFM,15.01.2021,23.04.2021
WESTAG + GETALIT ST O.N.       ,777520.ETR,02.01.2020,02.01.2020
WESTAG + GETALIT ST O.N.       ,777520.FFM,07.02.2020,01.01.2019
WESTAG + GETALIT VZO O.N.      ,777523.ETR,02.01.2020,02.01.2020
WESTAG + GETALIT VZO O.N.      ,777523.FFM,07.02.2020,01.01.2019
WESTERN UNION CO.  DL-*01      ,A0LA17.FFM,13.11.2020,23.04.2021
WESTERN UNION CO.  DL-*01      ,A0LA17.ETR,13.11.2020,23.04.2021
WESTGRUND AG                   ,A0HN4T.FFM,13.11.2020,23.04.2021
WESTGRUND AG                   ,A0HN4T.ETR,13.11.2020,05.03.2021
WESTINGH.AI.BR.T.  DL-*01      ,896022.FFM,13.11.2020,23.04.2021
WESTINGH.AI.BR.T.  DL-*01      ,896022.ETR,13.11.2020,23.04.2021
WESTN DIGITAL      DL-*01      ,863060.FFM,13.11.2020,23.04.2021
WESTN DIGITAL      DL-*01      ,863060.ETR,13.11.2020,23.04.2021
WESTROCK CO.       DL-*01      ,A14V41.ETR,13.11.2020,23.04.2021
WESTROCK CO.       DL-*01      ,A14V41.FFM,13.11.2020,23.04.2021
WESTWATER RES     DL-*001      ,A2PG8A.ETR,26.01.2021,23.04.2021
WESTWATER RES     DL-*001      ,A2PG8A.FFM,27.01.2021,23.04.2021
WESTWING GROUP  INH. O.N.      ,A2N4H0.FFM,13.11.2020,23.04.2021
WESTWING GROUP  INH. O.N.      ,A2N4H0.ETR,13.11.2020,23.04.2021
WEYERHAEUSER CO. DL 1*25       ,854357.ETR,13.11.2020,22.03.2021
WEYERHAEUSER CO. DL 1*25       ,854357.FFM,13.11.2020,23.04.2021
WHEATON PREC. METALS           ,A2DRBP.FFM,13.11.2020,23.04.2021
WHEATON PREC. METALS           ,A2DRBP.ETR,13.11.2020,23.04.2021
WHIRLPOOL CORP.      DL 1      ,856331.ETR,13.11.2020,23.04.2021
WHIRLPOOL CORP.      DL 1      ,856331.FFM,13.11.2020,23.04.2021
WHITING PETR. NEW DL-*001      ,A2QCEQ.ETR,13.11.2020,23.04.2021
WHITING PETR. NEW DL-*001      ,A2QCEQ.FFM,13.11.2020,23.04.2021
WHITING PETROLEUM DL-*001      ,A2H7C9.ETR,01.09.2020,01.09.2020
WHITING PETROLEUM DL-*001      ,A2H7C9.FFM,30.09.2020,30.10.2020
WIENERBERGER                   ,852894.FFM,13.11.2020,23.04.2021
WIENERBERGER                   ,852894.ETR,13.11.2020,23.04.2021
WILD BUNCH AG O.N.             ,A2TSU2.FFM,13.11.2020,23.04.2021
WILD BUNCH AG O.N.             ,A2TSU2.ETR,13.11.2020,23.04.2021
WILD BUNCH AG O.N.             ,A13SXB.FFM,04.01.2019,01.01.2019
WILD BUNCH AG O.N. JGE         ,A2TSLZ.FFM,11.10.2019,11.10.2019
WILLIAMS COS INC.    DL 1      ,855451.ETR,13.11.2020,23.04.2021
WILLIAMS COS INC.    DL 1      ,855451.FFM,13.11.2020,23.04.2021
WILLIAMS G.P.HLD.LS-05 DZ      ,A1H6VM.ETR,30.09.2020,28.10.2020
WINDELN.DE SE  INH O.N.        ,WNDL20.FFM,13.11.2020,23.04.2021
WINDELN.DE SE  INH O.N.        ,WNDL20.ETR,13.11.2020,23.04.2021
WINDELN.DE SE INH O.N.         ,WNDL19.FFM,07.02.2020,07.02.2020
WINDELN.DE SE INH O.N.         ,WNDL19.ETR,27.12.2019,27.12.2019
WINDELN.DE SE O.N.             ,WNDL11.FFM,15.02.2019,01.01.2019
WINDELN.DE SE O.N.             ,WNDL11.ETR,22.01.2019,22.01.2019
WIRECARD AG                    ,747206.FFM,13.11.2020,23.04.2021
WIRECARD AG                    ,747206.ETR,13.11.2020,07.01.2021
WISD.CBOE S+P 500 PU.DADZ      ,A2JEFE.FFM,27.12.2019,27.12.2019
WISDOMT.CBOE S+P 500 P.DA      ,A2JD97.FFM,30.09.2020,30.10.2020
WISDOMT.EO AG.BD E.Y.E.DZ      ,A2JLJC.FFM,27.12.2019,27.12.2019
WISDOMT.GERM.EQ.U.ETF EOA      ,A1403B.FFM,30.09.2020,30.10.2020
WISDOMTR. ART.INT. DLADZ       ,A2N7NJ.FFM,07.02.2020,07.02.2020
WISDOMTR.AT1 COCO BD DLDZ      ,A2JLJA.FFM,27.12.2019,27.12.2019
WISDOMTR.EO A.BD E.Y.EADZ      ,A2JLJD.FFM,22.11.2019,22.11.2019
WISDOMTR.EO.QU.DV.GR.EADZ      ,A2AHL9.FFM,07.02.2020,07.02.2020
WISDOMTR.EO.QUAL.DV.GR.EA      ,A2AG1G.FFM,30.09.2020,30.10.2020
WISDOMTR.GL.QUA.DV.GR.DLA      ,A2AG1E.FFM,30.09.2020,30.10.2020
WISDOMTR.INDIA QUAL.ACCDL      ,A2DJN1.FFM,30.09.2020,30.10.2020
WISDOMTR.INDIA QUALITY DL      ,A2DJN0.FFM,30.09.2020,30.10.2020
WISDOMTR.JAP.EQ.U.E.DLHDZ      ,A14SLH.FFM,07.02.2020,07.02.2020
WISDOMTR.JAP.EQ.U.E.DLHDZ      ,A142K6.FFM,27.12.2019,27.12.2019
WISDOMTR.US QU.DV.GR.DLAC      ,A2AGPV.FFM,30.09.2020,30.10.2020
WISDOMTREE ART. INT.DLAC       ,A2N7KX.FFM,30.09.2020,30.10.2020
WISDOMTREE AT1 COCO BD DL      ,A2JKH4.FFM,30.09.2020,30.10.2020
WISDOMTREE CLOUD COMP.DLA      ,A2PQVE.FFM,30.09.2020,30.10.2020
WISDOMTREE E.A.EQ.INC.ETF      ,A14YT0.FFM,30.09.2020,30.10.2020
WISDOMTREE E.M.EQ.INC.DLA      ,A2ARXB.FFM,30.09.2020,30.10.2020
WISDOMTREE E.M.EQ.INC.ETF      ,A12HUR.FFM,30.09.2020,30.10.2020
WISDOMTREE E.M.SC DIV.ETF      ,A12HUS.FFM,30.09.2020,30.10.2020
WISDOMTREE ENH.COM.U.E.DA      ,A2AE1P.FFM,30.09.2020,30.10.2020
WISDOMTREE EO A.BD E.Y.EA      ,A2JKH7.FFM,30.09.2020,30.10.2020
WISDOMTREE EO AG.BD E.Y.E      ,A2JKH6.FFM,30.09.2020,30.10.2020
WISDOMTREE EO GOV.BD EO        ,A2JKH8.FFM,30.09.2020,30.10.2020
WISDOMTREE EO GOV.BD EOAC      ,A2JKH9.FFM,30.09.2020,30.10.2020
WISDOMTREE EUR.EQ.INC.DZ       ,A14ND3.FFM,07.02.2020,07.02.2020
WISDOMTREE EUR.EQ.INC.ETF      ,A12HUT.FFM,30.09.2020,30.10.2020
WISDOMTREE EUR.EQ.U.E.DLH      ,A14SCC.FFM,30.09.2020,30.10.2020
WISDOMTREE EUR.EQ.U.E.EOA      ,A1403C.FFM,30.09.2020,30.10.2020
WISDOMTREE EUR.SC.DIV.EOA      ,A2ARXA.FFM,30.09.2020,30.10.2020
WISDOMTREE EUR.SC.DIV.ETF      ,A12HUU.FFM,30.09.2020,30.10.2020
WISDOMTREE JAP.E.U.E.ACC       ,A1403E.FFM,30.09.2020,30.10.2020
WISDOMTREE JAP.E.U.E.EOAH      ,A1403D.FFM,30.09.2020,30.10.2020
WISDOMTREE JAP.EQ.U.E.DLH      ,A14SCB.FFM,30.09.2020,30.10.2020
WISDOMTREE US EQ.INC. ETF      ,A12HUV.FFM,30.09.2020,30.10.2020
WISDOMTREE US EQ.INC.DLAC      ,A2ARXC.FFM,30.09.2020,30.10.2020
WISDOMTREE US EQ.INC.EOHA      ,A2AS6C.FFM,30.09.2020,30.10.2020
WISDOMTREE US SC.DIV. ETF      ,A12HUW.FFM,30.09.2020,30.10.2020
WISDOMTREE US SC.DIV.DZ        ,A14ND2.FFM,27.12.2019,27.12.2019
WOLFTANK-ADISA HLDG O.N.       ,A2PBHR.FFM,13.11.2020,23.04.2021
WOLFTANK-ADISA HLDG O.N.       ,A2PBHR.ETR,13.11.2020,23.04.2021
WSDMTR.BATT.SOL. DLADZ         ,A2PUQR.FFM,20.03.2020,20.03.2020
WSDMTR.BATT.SOL.ETF DLACC      ,A2PUJK.FFM,30.09.2020,30.10.2020
WTR ENH.COMMOD. HGDEOA         ,A2JQ0F.FFM,30.09.2020,30.10.2020
WTR.AT1 COCO BD HGDEOD         ,A2JQ0E.FFM,30.09.2020,30.10.2020
WUESTENROT+WUERTT.AG O.N.      ,805100.FFM,13.11.2020,23.04.2021
WUESTENROT+WUERTT.AG O.N.      ,805100.ETR,13.11.2020,23.04.2021
WYNN RESORTS LTD   DL-*01      ,663244.FFM,13.11.2020,23.04.2021
WYNN RESORTS LTD   DL-*01      ,663244.ETR,13.11.2020,23.04.2021
X(I)-AI+BIG DATA ETF 1CDL      ,A2N6LC.FFM,27.12.2019,27.12.2019
X(IE) - MSCI NORDIC 1D         ,A1T791.FFM,27.12.2019,27.12.2019
X(IE)-DL EM BD Q.WE.2DEOH      ,A144GC.FFM,27.12.2019,27.12.2019
X(IE)-ESG MSCI EM.MKTS 1C      ,A2JHSF.FFM,27.12.2019,27.12.2019
X(IE)-GERM.MITTEL.MCAP 1D      ,A1T795.FFM,22.11.2019,22.11.2019
X(IE)-JPX-NIKKEI 400 1D        ,A119J2.FFM,22.11.2019,22.11.2019
X(IE)-MSCI EM.MKTS 1CDL        ,A12GVR.FFM,07.02.2020,07.02.2020
X(IE)-MSCI WO.CO.DI. 1CDL      ,A113FH.FFM,27.12.2019,27.12.2019
X(IE)-MSCI WO.H.DI.YLD 1D      ,A1W3F6.FFM,07.02.2020,07.02.2020
X(IE)-MSCI WO.INDUST.1CDL      ,A113FN.FFM,27.12.2019,27.12.2019
X(IE)-MSCI WO.MATER. 1CDL      ,A113FL.FFM,07.02.2020,07.02.2020
X(IE)-MSCI WO.UTILIT.1CDL      ,A113FJ.FFM,07.02.2020,07.02.2020
X(IE)-MSCI WRLD FIN. 1CDL      ,A113FE.FFM,22.11.2019,22.11.2019
X(IE)-MSCI WRLD MOM. 1CDL      ,A1103G.FFM,27.12.2019,27.12.2019
X(IE)-MSCI WRLD QUAL.1CDL      ,A1103D.FFM,07.02.2020,07.02.2020
X(IE)-S+P E.EX UK1DEO          ,A2JCAG.FFM,27.12.2019,27.12.2019
XCEL ENERGY       DL 2*50      ,855009.ETR,15.01.2021,23.04.2021
XCEL ENERGY       DL 2*50      ,855009.FFM,15.01.2021,23.04.2021
XEROX HLDGS CORP.    DL 1      ,A2PPE1.FFM,13.11.2020,23.04.2021
XEROX HLDGS CORP.    DL 1      ,A2PPE1.ETR,13.11.2020,23.04.2021
XII-EECBS.D.ETF 1CEOA          ,A2P4XG.FFM,30.09.2020,30.10.2020
XILINX INC.        DL-*01      ,880135.FFM,13.11.2020,23.04.2021
XILINX INC.        DL-*01      ,880135.ETR,13.11.2020,23.04.2021
XING SE  NA O.N.               ,XNG888.FFM,09.08.2019,01.01.2019
XING SE  NA O.N.               ,XNG888.ETR,31.07.2019,31.07.2019
XLIFE SCIENCES AG    SF 1      ,A2PK6Z.FFM,13.11.2020,23.04.2021
XLIFE SCIENCES AG    SF 1      ,A2PK6Z.ETR,13.11.2020,23.04.2021
XPHYTO THERAPEUTICS            ,A2PPTN.FFM,13.11.2020,23.04.2021
XPHYTO THERAPEUTICS            ,A2PPTN.ETR,13.11.2020,23.04.2021
XTK2 USD E.M.BOND 2CDLA        ,DBX0RD.FFM,21.08.2020,21.08.2020
XTR(IE)-FUT.MOB.ETF 1CDL       ,A2N6LL.FFM,15.02.2019,15.02.2019
XTR.-IBOX.DL 2CEOH             ,A2JNWQ.FFM,07.02.2020,07.02.2020
XTR.EU.ST.50 SH.DA.SW. 1C      ,DBX1SS.FFM,27.12.2019,27.12.2019
XTR.EUR.ST.50 XFINANC. 1D      ,DBX0NE.FFM,22.11.2019,22.11.2019
XTR.EURO STOXX 50 1C           ,DBX1ET.FFM,27.12.2019,27.12.2019
XTR.EURO STOXX 50 1D           ,DBX1EU.FFM,22.11.2019,22.11.2019
XTR.FTSE 100 1C                ,DBX0NF.FFM,27.12.2019,27.12.2019
XTR.FTSE 100 INCOME 1D         ,DBX1F1.FFM,27.12.2019,27.12.2019
XTR.FTSE 100 SH.DA.SW. 1C      ,DBX1AV.FFM,07.02.2020,07.02.2020
XTR.FTSE 250 1D                ,DBX1F2.FFM,22.11.2019,22.11.2019
XTR.FTSE ALL-SHARE 1D          ,DBX1FA.FFM,22.11.2019,22.11.2019
XTR.HARVEST CSI300 1D          ,DBX0NK.FFM,07.02.2020,07.02.2020
XTR.II AUSTR.GOV.BD 1C         ,DBX0GG.FFM,27.12.2019,27.12.2019
XTR.II EO H.YLD CORP.B.1D      ,DBX0PR.FFM,22.11.2019,22.11.2019
XTR.II EU.GO.BD S.D.S. 1C      ,DBX0AW.FFM,27.12.2019,27.12.2019
XTR.II EUR CO.BD EX FI.IC      ,DBX0E6.FFM,22.11.2019,22.11.2019
XTR.II EUR CORP.BD 1C          ,DBX0EY.FFM,07.02.2020,07.02.2020
XTR.II EUR COV.BD SWAP 1C      ,DBX0ND.FFM,27.12.2019,27.12.2019
XTR.II EUR.AAA G.B SW. 1C      ,DBX0FE.FFM,07.02.2020,07.02.2020
XTR.II EUR.AAA G.B SW. 1D      ,DBX0PF.FFM,27.12.2019,27.12.2019
XTR.II EUR.GOV.BD 7-10 1C      ,DBX0AG.FFM,27.12.2019,27.12.2019
XTR.II EUR.GOV.BD10-15 1C      ,DBX0AH.FFM,22.11.2019,22.11.2019
XTR.II EUROZ.GOV.BD1-3 1C      ,DBX0AD.FFM,07.02.2020,07.02.2020
XTR.II EURZ.GOV.BD 3-5 1C      ,DBX0AE.FFM,27.12.2019,27.12.2019
XTR.II EURZ.GOV.BD 5-7 1C      ,DBX0AF.FFM,22.11.2019,22.11.2019
XTR.II GBL AGG.B.SW.5CEOH      ,DBX0NZ.FFM,27.12.2019,27.12.2019
XTR.II GBL GOV.BD 1DEOH        ,DBX0MF.FFM,07.02.2020,07.02.2020
XTR.II GBP OV.RATE SW. 1D      ,DBX0A1.FFM,07.02.2020,07.02.2020
XTR.II GE.GO.BD3-5SW.1DEO      ,DBX0JE.FFM,22.11.2019,22.11.2019
XTR.II GER.GOV.BD 1-3 1D       ,DBX0C9.FFM,27.12.2019,27.12.2019
XTR.II GER.GOV.BD7-10 1DE      ,DBX0MJ.FFM,22.11.2019,22.11.2019
XTR.II GL.INF.-LI.B.1CEOH      ,DBX0AL.FFM,27.12.2019,27.12.2019
XTR.II IB.E.G.B.Y.P. 1C        ,DBX0HM.FFM,22.11.2019,22.11.2019
XTR.II IB.E.G.B.YP.1-3 1C      ,DBX0K7.FFM,27.12.2019,27.12.2019
XTR.II IT.GO.AG.BD SW. 1D      ,DBX0HL.FFM,22.11.2019,22.11.2019
XTR.II ITALY GOV.BD 1D         ,DBX0HG.FFM,22.11.2019,22.11.2019
XTR.II JAPAN GOV.BD 1C         ,DBX0N3.FFM,27.12.2019,27.12.2019
XTR.II US TREAS.IN.LI. 1D      ,DBX0CS.FFM,22.11.2019,22.11.2019
XTR.II US TREASURIES 1D        ,DBX0CQ.FFM,07.02.2020,07.02.2020
XTR.II USD EM BD 1CEOH         ,DBX0AV.FFM,27.12.2019,27.12.2019
XTR.II USD EM BD 2D DL         ,DBX0MB.FFM,22.11.2019,22.11.2019
XTR.II USD OV.RATE SW. 1C      ,DBX0A0.FFM,27.12.2019,27.12.2019
XTR.MSCI AC AS.X JA.SW.1C      ,DBX1AE.FFM,27.12.2019,27.12.2019
XTR.MSCI BANGL.SWAP 1CDL       ,DBX0KL.FFM,27.12.2019,27.12.2019
XTR.MSCI BRAZIL 1C             ,DBX1MR.FFM,27.12.2019,27.12.2019
XTR.MSCI EM E.ME.+A.S. 1C      ,DBX1EA.FFM,27.12.2019,27.12.2019
XTR.MSCI EMU 1D                ,DBX0GJ.FFM,07.02.2020,07.02.2020
XTR.MSCI EUROPE 1C             ,DBX1ME.FFM,27.12.2019,27.12.2019
